date_of_birth,gender,marital_status,religion,nationality,cnic,father_name,father_occupation,semester,address
2001-03-28,Other,Other,Islam,Pakistani,9706568645336,Kashan Ali,Engineer,3,567 Street Karachi
2000-07-30,Male,Single,Islam,Pakistani,5947309737489,Kashif Ahmed,Doctor,4,678 Street Islamabad
1997-02-23,Female,Married,Islam,Pakistani,5095666422740,Fatima Ahmed,Artist,5,789 Street Lahore
2002-08-18,Other,Other,Islam,Pakistani,8180523807832,Kashif Ali,Teacher,6,890 Street Karachi
2003-07-10,Male,Single,Islam,Pakistani,1429361297030,Kashan Ahmed,Engineer,7,901 Street Islamabad
2000-08-06,Female,Married,Islam,Pakistani,5165994784799,Kashif Ali,Doctor,8,123 Street Lahore
2004-09-16,Other,Other,Islam,Pakistani,1007149753523,Kashan Ali,Artist,1,234 Street Karachi
2004-12-24,Male,Single,Islam,Pakistani,1277513429472,Kashif Ahmed,Teacher,2,345 Street Islamabad
1996-02-01,Female,Married,Islam,Pakistani,0354572974455,Kashif Ahmed,Engineer,3,456 Street Lahore
1996-07-24,Other,Other,Islam,Pakistani,0265896776138,Kashif Ali,Doctor,4,567 Street Karachi
2004-09-14,Male,Single,Islam,Pakistani,1170729701698,Fatima Ali,Artist,5,678 Street Islamabad
1996-03-12,Female,Married,Islam,Pakistani,3537427713939,Fatima Ahmed,Teacher,6,789 Street Lahore
1998-09-25,Other,Other,Islam,Pakistani,8584880794184,Kashif Ali,Engineer,7,890 Street Karachi
1998-01-17,Male,Single,Islam,Pakistani,5816686247227,Kashan Ahmed,Doctor,8,901 Street Islamabad
2003-08-06,Female,Married,Islam,Pakistani,4806896801058,Kashif Ahmed,Artist,1,123 Street Lahore
1995-04-12,Other,Other,Islam,Pakistani,8048939696209,Fatima Ahmed,Teacher,2,234 Street Karachi
1994-12-17,Male,Single,Islam,Pakistani,3087373701532,Kashan Ali,Engineer,3,345 Street Islamabad
2001-03-09,Female,Married,Islam,Pakistani,7674348355831,Kashif Ali,Doctor,4,456 Street Lahore
1996-04-02,Other,Other,Islam,Pakistani,3618210874860,Fatima Khan,Artist,5,567 Street Karachi
1998-08-30,Male,Single,Islam,Pakistani,4094054506584,Kashif Ali,Teacher,6,678 Street Islamabad
2000-09-22,Female,Married,Islam,Pakistani,1000769401061,Kashif Ahmed,Engineer,7,789 Street Lahore
1994-07-31,Other,Other,Islam,Pakistani,9696411709534,Kashif Ali,Doctor,8,890 Street Karachi
2002-12-11,Male,Single,Islam,Pakistani,5978782438483,Kashan Ahmed,Artist,1,901 Street Islamabad
2003-05-08,Female,Married,Islam,Pakistani,9755141540547,Fatima Ahmed,Teacher,2,123 Street Lahore
2000-05-07,Other,Other,Islam,Pakistani,3500451763200,Kashif Ali,Engineer,3,234 Street Karachi
1996-08-10,Male,Single,Islam,Pakistani,8020348205429,Kashif Ahmed,Doctor,4,345 Street Islamabad
1997-11-13,Female,Married,Islam,Pakistani,5797245207007,Kashan Ali,Artist,5,456 Street Lahore
1998-05-08,Other,Other,Islam,Pakistani,0756418095986,Kashif Ahmed,Teacher,6,567 Street Karachi
2004-10-11,Male,Single,Islam,Pakistani,3127793615909,Fatima Ahmed,Engineer,7,678 Street Islamabad
2001-10-19,Female,Married,Islam,Pakistani,0988037685661,Kashif Ali,Doctor,8,789 Street Lahore
2001-04-16,Other,Other,Islam,Pakistani,9271818549461,Kashan Ahmed,Artist,1,890 Street Karachi
1994-11-27,Male,Single,Islam,Pakistani,2541082353220,Kashif Ali,Teacher,2,901 Street Islamabad
2000-04-20,Female,Married,Islam,Pakistani,2744033459697,Kashif Ahmed,Engineer,3,123 Street Lahore
1995-09-09,Other,Other,Islam,Pakistani,9973993354718,Kashan Ali,Doctor,4,234 Street Karachi
1996-03-21,Male,Single,Islam,Pakistani,3106986439961,Kashif Khan,Artist,5,345 Street Islamabad
1998-02-15,Female,Married,Islam,Pakistani,1903470243237,Fatima Ali,Teacher,6,456 Street Lahore
1995-12-15,Other,Other,Islam,Pakistani,5496647596147,Fatima Khan,Engineer,7,567 Street Karachi
1996-07-13,Male,Single,Islam,Pakistani,2989766513065,Kashan Ahmed,Doctor,8,678 Street Islamabad
2002-02-04,Female,Married,Islam,Pakistani,5144091075595,Fatima Ahmed,Artist,1,789 Street Lahore
2003-11-25,Other,Other,Islam,Pakistani,4397282189760,Kashif Ali,Teacher,2,890 Street Karachi
1999-07-10,Male,Single,Islam,Pakistani,9313873167542,Kashif Ahmed,Engineer,3,901 Street Islamabad
2002-07-19,Female,Married,Islam,Pakistani,3054674040698,Kashan Ali,Doctor,4,123 Street Lahore
2003-07-15,Other,Other,Islam,Pakistani,1296637493811,Kashif Ali,Artist,5,234 Street Karachi
2003-03-07,Male,Single,Islam,Pakistani,1128937278040,Kashan Ahmed,Teacher,6,345 Street Islamabad
1999-07-23,Female,Married,Islam,Pakistani,9495267244838,Kashif Ali,Engineer,7,456 Street Lahore
2003-04-12,Other,Other,Islam,Pakistani,5689435745811,Fatima Ahmed,Doctor,8,567 Street Karachi
1996-02-22,Male,Single,Islam,Pakistani,2617876637552,Kashan Ali,Artist,1,678 Street Islamabad
2004-12-03,Female,Married,Islam,Pakistani,0453199350098,Kashif Ahmed,Teacher,2,789 Street Lahore
2003-04-09,Other,Other,Islam,Pakistani,3905671309730,Fatima Ali,Engineer,3,890 Street Karachi
2002-02-18,Male,Single,Islam,Pakistani,0028827445779,Kashan Ahmed,Doctor,4,901 Street Islamabad
2000-10-31,Female,Married,Islam,Pakistani,4644826476175,Kashif Ahmed,Artist,5,123 Street Lahore
1995-03-08,Other,Other,Islam,Pakistani,5279729180054,Fatima Ahmed,Teacher,6,234 Street Karachi
1999-04-24,Male,Single,Islam,Pakistani,5297838686835,Kashif Ali,Engineer,7,345 Street Islamabad
2000-03-10,Female,Married,Islam,Pakistani,7672504867769,Kashan Ali,Doctor,8,456 Street Lahore
1997-11-27,Other,Other,Islam,Pakistani,5095534243211,Kashif Ali,Artist,1,567 Street Karachi
2002-09-06,Male,Single,Islam,Pakistani,6106052983321,Fatima Ahmed,Teacher,2,678 Street Islamabad
1998-10-29,Female,Married,Islam,Pakistani,1536596144662,Kashif Ahmed,Engineer,3,789 Street Lahore
2002-08-12,Other,Other,Islam,Pakistani,4384061179089,Kashan Ali,Doctor,4,890 Street Karachi
1999-05-19,Male,Single,Islam,Pakistani,0532660144868,Kashif Khan,Artist,5,901 Street Islamabad
2000-10-07,Female,Married,Islam,Pakistani,9443266086110,Fatima Ali,Teacher,6,123 Street Lahore
2002-09-26,Other,Other,Islam,Pakistani,3523575901994,Fatima Khan,Engineer,7,234 Street Karachi
1998-04-23,Male,Single,Islam,Pakistani,3441781784576,Kashan Ahmed,Doctor,8,345 Street Islamabad
1994-09-07,Female,Married,Islam,Pakistani,5456226553884,Fatima Ahmed,Artist,1,456 Street Lahore
1997-08-05,Other,Other,Islam,Pakistani,1771103292733,Kashif Ali,Teacher,2,567 Street Karachi
1999-07-01,Male,Single,Islam,Pakistani,0322503670215,Kashif Ahmed,Engineer,3,678 Street Islamabad
2001-01-06,Female,Married,Islam,Pakistani,5347561997540,Kashan Ali,Doctor,4,789 Street Lahore
1999-02-06,Other,Other,Islam,Pakistani,0837654582997,Kashif Ali,Artist,5,890 Street Karachi
1997-08-02,Male,Single,Islam,Pakistani,1580342301739,Kashif Ahmed,Teacher,6,901 Street Islamabad
1999-01-15,Female,Married,Islam,Pakistani,7348987420244,Kashif Ahmed,Engineer,7,123 Street Lahore
1996-10-20,Other,Other,Islam,Pakistani,5051839689009,Kashif Ali,Doctor,8,234 Street Karachi
2001-07-13,Male,Single,Islam,Pakistani,2280589573800,Kashan Ahmed,Artist,1,345 Street Islamabad
1995-12-29,Female,Married,Islam,Pakistani,8560951851342,Kashif Ali,Teacher,2,456 Street Lahore
2001-05-15,Other,Other,Islam,Pakistani,4239081907395,Kashan Ali,Engineer,3,567 Street Karachi
1998-04-15,Male,Single,Islam,Pakistani,6169924024148,Kashif Ahmed,Doctor,4,678 Street Islamabad
1996-02-10,Female,Married,Islam,Pakistani,4481637399841,Fatima Ahmed,Artist,5,789 Street Lahore
1995-03-19,Other,Other,Islam,Pakistani,1816336427487,Kashif Ali,Teacher,6,890 Street Karachi
1994-05-31,Male,Single,Islam,Pakistani,7513235482174,Kashan Ahmed,Engineer,7,901 Street Islamabad
1998-02-24,Female,Married,Islam,Pakistani,5467179401485,Kashif Ali,Doctor,8,123 Street Lahore
1994-11-08,Other,Other,Islam,Pakistani,6740455976707,Kashan Ali,Artist,1,234 Street Karachi
2003-05-02,Male,Single,Islam,Pakistani,6974683465706,Kashif Ahmed,Teacher,2,345 Street Islamabad
2002-03-13,Female,Married,Islam,Pakistani,7956591440576,Kashif Ahmed,Engineer,3,456 Street Lahore
2004-12-18,Other,Other,Islam,Pakistani,7256616441650,Kashan Ali,Doctor,4,567 Street Karachi
1994-09-12,Male,Single,Islam,Pakistani,4038141264047,Kashif Khan,Artist,5,678 Street Islamabad
2002-07-15,Female,Married,Islam,Pakistani,6422948996397,Fatima Ali,Teacher,6,789 Street Lahore
1999-10-28,Other,Other,Islam,Pakistani,6857127068833,Fatima Khan,Engineer,7,890 Street Karachi
2003-07-07,Male,Single,Islam,Pakistani,1167358230410,Kashan Ahmed,Doctor,8,901 Street Islamabad
2004-03-09,Female,Married,Islam,Pakistani,8760628272143,Fatima Ahmed,Artist,1,123 Street Lahore
2004-05-29,Other,Other,Islam,Pakistani,4323731450165,Kashif Ali,Teacher,2,234 Street Karachi
1994-12-03,Male,Single,Islam,Pakistani,2333026112111,Kashif Ahmed,Engineer,3,345 Street Islamabad
2000-02-17,Female,Married,Islam,Pakistani,6663260824752,Kashan Ali,Doctor,4,456 Street Lahore
2002-01-31,Other,Other,Islam,Pakistani,5421978332197,Kashif Ali,Artist,5,567 Street Karachi
1998-07-26,Male,Single,Islam,Pakistani,3484620468572,Kashan Ahmed,Teacher,6,678 Street Islamabad
2003-10-06,Female,Married,Islam,Pakistani,0986042577244,Kashif Ali,Engineer,7,789 Street Lahore
2001-05-05,Other,Other,Islam,Pakistani,3416693271595,Fatima Ahmed,Doctor,8,890 Street Karachi
1999-03-05,Male,Single,Islam,Pakistani,4302618716605,Kashan Ali,Artist,1,901 StreetIslamabad
1996-06-01,Female,Married,Islam,Pakistani,8849508198384,Kashif Ali,Teacher,2,123 Street Lahore
1996-06-20,Other,Other,Islam,Pakistani,8969190682499,Kashan Ali,Engineer,3,234 Street Karachi
2002-04-08,Male,Single,Islam,Pakistani,9374203708662,Kashif Ahmed,Doctor,4,345 Street Islamabad
2003-09-09,Female,Married,Islam,Pakistani,0403700123055,Kashan Ahmed,Artist,5,456 Street Lahore
1999-05-13,Other,Other,Islam,Pakistani,1447530258745,Kashif Ali,Teacher,6,567 Street Karachi
1998-06-13,Male,Single,Islam,Pakistani,7367529476357,Kashif Ahmed,Engineer,7,678 Street Islamabad
1998-04-22,Female,Married,Islam,Pakistani,8617735780189,Kashan Ali,Doctor,8,789 Street Lahore
1999-08-28,Other,Other,Islam,Pakistani,7877679006478,Kashif Ali,Artist,1,890 Street Karachi
2002-08-26,Male,Single,Islam,Pakistani,2133254117858,Kashan Ahmed,Teacher,2,901 Street Islamabad
1999-09-21,Female,Married,Islam,Pakistani,8832512922144,Fatima Ahmed,Engineer,3,123 Street Lahore
2000-07-26,Other,Other,Islam,Pakistani,5926633177783,Kashif Ali,Doctor,4,234 Street Karachi
2003-01-31,Male,Single,Islam,Pakistani,6279952702020,Kashan Ahmed,Artist,5,345 Street Islamabad
1994-02-27,Female,Married,Islam,Pakistani,9119223074078,Kashif Ali,Teacher,6,456 Street Lahore
2000-03-17,Other,Other,Islam,Pakistani,5470482234801,Kashif Ahmed,Engineer,7,567 Street Karachi
1995-11-03,Male,Single,Islam,Pakistani,9774084729593,Fatima Ali,Doctor,8,678 Street Islamabad
2000-01-07,Female,Married,Islam,Pakistani,9235027494461,Kashan Ahmed,Artist,1,789 Street Lahore
2001-11-25,Other,Other,Islam,Pakistani,9599184141743,Kashif Ali,Teacher,2,890 Street Karachi
1998-03-13,Male,Single,Islam,Pakistani,0025123901015,Kashif Ahmed,Engineer,3,901 Street Islamabad
1996-11-10,Female,Married,Islam,Pakistani,2311063948046,Kashan Ali,Doctor,4,123 Street Lahore
2000-10-04,Other,Other,Islam,Pakistani,7508899388936,Fatima Ahmed,Artist,5,234 Street Karachi
2002-06-14,Male,Single,Islam,Pakistani,6923741069678,Kashif Ali,Teacher,6,345 Street Islamabad
2003-01-25,Female,Married,Islam,Pakistani,3498702522034,Kashif Ahmed,Engineer,7,456 Street Lahore
1995-07-11,Other,Other,Islam,Pakistani,9754071427422,Kashan Ali,Doctor,8,567 Street Karachi
2000-01-28,Male,Single,Islam,Pakistani,7197479097022,Kashif Ali,Artist,1,678 Street Islamabad
2004-03-16,Female,Married,Islam,Pakistani,3996871703899,Kashan Ahmed,Teacher,2,789 Street Lahore
2003-03-30,Other,Other,Islam,Pakistani,4724064596992,Kashif Ali,Engineer,3,890 Street Karachi
1994-03-02,Male,Single,Islam,Pakistani,7166261825858,Kashan Ali,Doctor,4,901 Street Islamabad
1999-05-05,Female,Married,Islam,Pakistani,8712092947114,Fatima Ahmed,Artist,5,123 Street Lahore
2004-02-23,Other,Other,Islam,Pakistani,4155137613858,Kashif Ali,Teacher,6,234 Street Karachi
1998-09-03,Male,Single,Islam,Pakistani,3739381045191,Kashan Ahmed,Engineer,7,345 Street Islamabad
1999-05-19,Female,Married,Islam,Pakistani,6426508013505,Kashif Ali,Doctor,8,456 Street Lahore
2000-06-20,Other,Other,Islam,Pakistani,2137783367279,Kashan Ali,Artist,1,567 Street Karachi
1998-08-14,Male,Single,Islam,Pakistani,5472954616841,Kashif Ahmed,Teacher,2,678 Street Islamabad
2002-07-16,Female,Married,Islam,Pakistani,3067696086162,Kashif Ahmed,Engineer,3,789 Street Lahore
1999-01-06,Other,Other,Islam,Pakistani,1736860629494,Kashan Ali,Doctor,4,890 Street Karachi
2004-03-25,Male,Single,Islam,Pakistani,4250262740040,Kashif Khan,Artist,5,901 Street Islamabad
1995-08-14,Female,Married,Islam,Pakistani,7500377315529,Fatima Ali,Teacher,6,123 Street Lahore
1999-06-20,Other,Other,Islam,Pakistani,2698727311410,Fatima Khan,Engineer,7,234 Street Karachi
1997-09-09,Male,Single,Islam,Pakistani,6867330134282,Kashan Ahmed,Doctor,8,345 Street Islamabad
1995-12-18,Female,Married,Islam,Pakistani,2129196008109,Fatima Ahmed,Artist,1,456 Street Lahore
2002-04-25,Other,Other,Islam,Pakistani,8539999284377,Kashif Ali,Teacher,2,567 Street Karachi
1998-09-20,Male,Single,Islam,Pakistani,7039053914667,Kashif Ahmed,Engineer,3,678 Street Islamabad
1997-07-09,Female,Married,Islam,Pakistani,6737457477721,Kashan Ali,Doctor,4,789 Street Lahore
1998-12-11,Other,Other,Islam,Pakistani,0909615148615,Kashif Ali,Artist,5,890 Street Karachi
1997-11-02,Male,Single,Islam,Pakistani,0104010858343,Kashan Ahmed,Teacher,6,901 Street Islamabad
2002-08-26,Female,Married,Islam,Pakistani,4081792987578,Kashif Ali,Engineer,7,123 Street Lahore
1997-04-14,Other,Other,Islam,Pakistani,5611238582118,Fatima Ahmed,Doctor,8,234 Street Karachi
2004-04-03,Male,Single,Islam,Pakistani,3609592528563,Kashan Ali,Artist,1,345 Street Islamabad
2003-04-09,Female,Married,Islam,Pakistani,9040433458257,Kashif Ali,Teacher,2,456 Street Lahore
1999-10-05,Other,Other,Islam,Pakistani,7343665694826,Kashan Ahmed,Engineer,3,567 Street Karachi
1995-03-18,Male,Single,Islam,Pakistani,3034052815374,Kashif Ahmed,Doctor,4,678 Street Islamabad
2001-05-27,Female,Married,Islam,Pakistani,2688920384267,Kashan Ali,Artist,5,789 Street Lahore
2004-10-24,Other,Other,Islam,Pakistani,2663553806664,Kashif Ali,Teacher,6,890 Street Karachi
1994-05-28,Male,Single,Islam,Pakistani,3824133929375,Kashif Ahmed,Engineer,7,901 Street Islamabad
1999-08-24,Female,Married,Islam,Pakistani,5982749868815,Kashan Ali,Doctor,8,123 Street Lahore
2000-12-19,Other,Other,Islam,Pakistani,5306248014202,Kashif Ali,Artist,1,234 Street Karachi
1998-05-18,Male,Single,Islam,Pakistani,4068070334456,Kashan Ahmed,Teacher,2,345 Street Islamabad
1996-05-21,Female,Married,Islam,Pakistani,3940698190165,Kashif Ali,Engineer,3,456 Street Lahore
2004-05-22,Other,Other,Islam,Pakistani,7041737703060,Kashif Ahmed,Doctor,4,567 Street Karachi
1997-08-16,Male,Single,Islam,Pakistani,0024490166288,Fatima Ahmed,Artist,5,678 Street Islamabad
2000-07-03,Female,Married,Islam,Pakistani,2934246031741,Kashan Ali,Teacher,6,789 Street Lahore
1997-09-11,Other,Other,Islam,Pakistani,3824596865720,Kashif Ahmed,Engineer,7,890 Street Karachi
2004-08-05,Male,Single,Islam,Pakistani,4251011986888,Kashan Ahmed,Doctor,8,901 Street Islamabad
1995-07-07,Female,Married,Islam,Pakistani,7799619341115,Kashif Ali,Artist,1,123 Street Lahore
1997-10-28,Other,Other,Islam,Pakistani,1877700792514,Kashan Ali,Teacher,2,234 Street Karachi
1995-03-25,Male,Single,Islam,Pakistani,0416555626753,Kashif Ahmed,Engineer,3,345 Street Islamabad
2003-01-08,Female,Married,Islam,Pakistani,0303058217700,Kashan Ahmed,Doctor,4,456 Street Lahore
2003-02-14,Other,Other,Islam,Pakistani,7149615855044,Fatima Ahmed,Artist,5,567 Street Karachi
1994-07-16,Male,Single,Islam,Pakistani,4487405159011,Kashif Ali,Teacher,6,678 Street Islamabad
1995-05-20,Female,Married,Islam,Pakistani,7325163786400,Kashan Ahmed,Engineer,7,789 Street Lahore
2002-11-19,Other,Other,Islam,Pakistani,9213767967996,Kashif Ali,Doctor,8,890 Street Karachi
1994-10-13,Male,Single,Islam,Pakistani,4252589340021,Kashan Ali,Artist,1,901 Street Islamabad
2004-11-13,Female,Married,Islam,Pakistani,2325709964254,Kashif Ahmed,Teacher,2,123 Street Lahore
1997-05-09,Other,Other,Islam,Pakistani,5207126706624,Kashif Ahmed,Engineer,3,234 Street Karachi
2004-11-08,Male,Single,Islam,Pakistani,4142220212972,Kashan Ali,Doctor,4,345 Street Islamabad
2004-10-26,Female,Married,Islam,Pakistani,7677301870814,Kashif Ali,Artist,5,456 Street Lahore
2002-06-14,Other,Other,Islam,Pakistani,8630880087492,Kashan Ahmed,Teacher,6,567 Street Karachi
2003-12-20,Male,Single,Islam,Pakistani,5430556507293,Kashif Ahmed,Engineer,7,678 Street Islamabad
2000-05-14,Female,Married,Islam,Pakistani,0390366913254,Kashan Ali,Doctor,8,789 Street Lahore
1994-03-15,Other,Other,Islam,Pakistani,8328786019472,Kashif Ali,Artist,1,890 Street Karachi
1998-03-08,Male,Single,Islam,Pakistani,3207005115143,Kashan Ahmed,Teacher,2,901 Street Islamabad
2000-09-25,Female,Married,Islam,Pakistani,6973957350352,Kashif Ali,Engineer,3,123 Street Lahore
2003-11-16,Other,Other,Islam,Pakistani,7364928049568,Kashif Ahmed,Doctor,4,234 Street Karachi
2003-01-05,Male,Single,Islam,Pakistani,0405252736468,Kashan Ali,Artist,5,345 Street Islamabad
1999-06-07,Female,Married,Islam,Pakistani,7578167609375,Kashif Ahmed,Teacher,6,456 Street Lahore
2003-06-12,Other,Other,Islam,Pakistani,9374858279276,Kashif Ali,Engineer,7,567 Street Karachi
2003-11-07,Male,Single,Islam,Pakistani,6516092289285,Kashan Ahmed,Doctor,8,678 Street Islamabad
1997-01-01,Female,Married,Islam,Pakistani,7170423032397,Kashif Ali,Artist,1,789 Street Lahore
2000-11-01,Other,Other,Islam,Pakistani,6271998217504,Kashan Ali,Teacher,2,890 Street Karachi
2001-11-29,Male,Single,Islam,Pakistani,8839511239766,Kashif Ahmed,Engineer,3,901 Street Islamabad
1994-10-16,Female,Married,Islam,Pakistani,1069777263863,Kashan Ahmed,Doctor,4,123 Street Lahore
1997-10-07,Other,Other,Islam,Pakistani,9047605389840,Fatima Ahmed,Artist,5,234 Street Karachi
1996-12-26,Male,Single,Islam,Pakistani,4876507628440,Kashif Ali,Teacher,6,345 Street Islamabad
1998-12-02,Female,Married,Islam,Pakistani,7160713791217,Kashan Ahmed,Engineer,7,456 Street Lahore
2003-01-23,Other,Other,Islam,Pakistani,3609046690657,Kashif Ali,Doctor,8,567 Street Karachi
2001-05-21,Male,Single,Islam,Pakistani,5927407888145,Kashan Ali,Artist,1,678 Street Islamabad
2001-07-22,Female,Married,Islam,Pakistani,5318413724380,Kashif Ahmed,Teacher,2,789 Street Lahore
2004-03-21,Other,Other,Islam,Pakistani,2770726428637,Kashif Ahmed,Engineer,3,890 Street Karachi
2003-05-16,Male,Single,Islam,Pakistani,8754160800890,Kashan Ali,Doctor,4,901 Street Islamabad
1994-06-30,Female,Married,Islam,Pakistani,4439508952343,Kashif Ali,Artist,5,123 Street Lahore
2002-12-05,Other,Other,Islam,Pakistani,4220356859962,Kashan Ahmed,Teacher,6,234 Street Karachi
2004-12-24,Male,Single,Islam,Pakistani,1616814242669,Kashif Ahmed,Engineer,7,345 Street Islamabad
2001-12-13,Female,Married,Islam,Pakistani,3904677387883,Kashan Ali,Doctor,8,456 Street Lahore
1996-05-31,Other,Other,Islam,Pakistani,1759648152828,Kashif Ali,Artist,1,567 Street Karachi
2001-05-18,Male,Single,Islam,Pakistani,4164033758723,Kashan Ahmed,Teacher,2,678 Street Islamabad
2000-06-14,Female,Married,Islam,Pakistani,8230629209593,Kashif Ali,Engineer,3,789 Street Lahore
1998-02-25,Other,Other,Islam,Pakistani,4965522403426,Kashif Ahmed,Doctor,4,890 Street Karachi
2003-10-15,Male,Single,Islam,Pakistani,0164598086316,Fatima Ahmed,Artist,5,901 Street Islamabad
1996-10-30,Female,Married,Islam,Pakistani,0636815774535,Kashan Ali,Teacher,6,123 Street Lahore
2004-03-25,Other,Other,Islam,Pakistani,1543725091865,Kashif Ahmed,Engineer,7,234 Street Karachi
1999-08-08,Male,Single,Islam,Pakistani,9043846318963,Kashan Ahmed,Doctor,8,345 Street Islamabad
2003-12-08,Female,Married,Islam,Pakistani,8569791859769,Kashif Ali,Artist,1,456 Street Lahore
1997-09-11,Other,Other,Islam,Pakistani,2711803206797,Kashan Ali,Teacher,2,567 Street Karachi
2000-09-18,Male,Single,Islam,Pakistani,8465878736595,Kashif Ahmed,Engineer,3,678 Street Islamabad
2000-10-04,Female,Married,Islam,Pakistani,5485895637658,Kashan Ahmed,Doctor,4,789 Street Lahore
1995-10-17,Other,Other,Islam,Pakistani,1745945544072,Fatima Ahmed,Artist,5,890 Street Karachi
2002-12-12,Male,Single,Islam,Pakistani,7233822745259,Kashif Ali,Teacher,6,901 Street Islamabad
1998-02-14,Female,Married,Islam,Pakistani,7758219037668,Kashan Ahmed,Engineer,7,123 Street Lahore
2004-05-20,Other,Other,Islam,Pakistani,9676149832706,Kashif Ali,Doctor,8,234 Street Karachi
2002-06-09,Male,Single,Islam,Pakistani,6800017687629,Kashan Ali,Artist,1,345 Street Islamabad
1998-12-14,Female,Married,Islam,Pakistani,1584375340908,Kashif Ahmed,Teacher,2,456 Street Lahore
1997-11-08,Other,Other,Islam,Pakistani,6573575218497,Kashif Ahmed,Engineer,3,567 Street Karachi
2003-08-30,Male,Single,Islam,Pakistani,4244119141812,Kashan Ali,Doctor,4,678 Street Islamabad
2001-05-15,Female,Married,Islam,Pakistani,0832878464266,Kashif Ali,Artist,5,789 Street Lahore
2003-10-27,Other,Other,Islam,Pakistani,2314156888618,Kashan Ahmed,Teacher,6,890 Street Karachi
2003-08-05,Male,Single,Islam,Pakistani,9494530639479,Kashif Ahmed,Engineer,7,901 Street Islamabad
2002-06-06,Female,Married,Islam,Pakistani,4323445317720,Kashan Ali,Doctor,8,123 Street Lahore
2000-12-29,Other,Other,Islam,Pakistani,4433031419858,Kashif Ali,Artist,1,234 Street Karachi
1997-12-13,Male,Single,Islam,Pakistani,8646530836465,Kashan Ahmed,Teacher,2,345 Street Islamabad
1994-06-05,Female,Married,Islam,Pakistani,7923585076014,Kashif Ali,Engineer,3,456 Street Lahore
2001-07-21,Other,Other,Islam,Pakistani,2872529530689,Kashif Ahmed,Doctor,4,567 Street Karachi
2003-09-04,Male,Single,Islam,Pakistani,3461297752044,Fatima Ahmed,Artist,5,678 Street Islamabad
2000-03-06,Female,Married,Islam,Pakistani,7092487184104,Kashan Ali,Teacher,6,789 Street Lahore
2000-11-26,Other,Other,Islam,Pakistani,6520534133412,Kashif Ahmed,Engineer,7,890 Street Karachi
1995-02-28,Male,Single,Islam,Pakistani,3591595815605,Kashan Ahmed,Doctor,8,901 Street Islamabad
1996-01-09,Female,Married,Islam,Pakistani,3882400874405,Kashif Ali,Artist,1,123 Street Lahore
2001-07-10,Other,Other,Islam,Pakistani,1240551471848,Kashan Ali,Teacher,2,234 Street Karachi
2003-06-29,Male,Single,Islam,Pakistani,5724822638160,Kashif Ahmed,Engineer,3,345 Street Islamabad
2003-04-07,Female,Married,Islam,Pakistani,2967485882567,Kashan Ahmed,Doctor,4,456 Street Lahore
2004-07-18,Other,Other,Islam,Pakistani,8505178083120,Fatima Ahmed,Artist,5,567 Street Karachi
2004-07-12,Male,Single,Islam,Pakistani,4413847031899,Kashif Ali,Teacher,6,678 Street Islamabad
2001-03-28,Female,Married,Islam,Pakistani,9967932621134,Kashan Ahmed,Engineer,7,789 Street Lahore
2001-08-19,Other,Other,Islam,Pakistani,6431481249607,Kashif Ali,Doctor,8,890 Street Karachi
1998-03-30,Male,Single,Islam,Pakistani,1027583348560,Kashan Ali,Artist,1,901 Street Islamabad
1997-05-24,Female,Married,Islam,Pakistani,8926346634343,Kashif Ahmed,Teacher,2,123 Street Lahore
1998-11-14,Other,Other,Islam,Pakistani,0585280113694,Kashif Ahmed,Engineer,3,234 Street Karachi
1994-08-26,Male,Single,Islam,Pakistani,7952043229563,Kashan Ali,Doctor,4,345 Street Islamabad
1996-12-13,Female,Married,Islam,Pakistani,8795267635470,Kashif Ali,Artist,5,456 Street Lahore
2003-05-23,Other,Other,Islam,Pakistani,3254353370341,Kashan Ahmed,Teacher,6,567 Street Karachi
1995-03-04,Male,Single,Islam,Pakistani,6319593497884,Kashif Ahmed,Engineer,7,678 Street Islamabad
1999-04-24,Female,Married,Islam,Pakistani,6727304142966,Kashan Ali,Doctor,8,789 Street Lahore
1997-07-23,Other,Other,Islam,Pakistani,9406562469381,Kashif Ali,Artist,1,890 Street Karachi
2004-05-04,Male,Single,Islam,Pakistani,9850458429689,Kashan Ahmed,Teacher,2,901 Street Islamabad
1997-09-08,Female,Married,Islam,Pakistani,3620319208637,Kashif Ali,Engineer,3,123 Street Lahore
2003-09-25,Other,Other,Islam,Pakistani,9711141664091,Kashif Ahmed,Doctor,4,234 Street Karachi
1995-04-25,Male,Single,Islam,Pakistani,8354958967258,Fatima Ahmed,Artist,5,345 Street Islamabad
2004-02-21,Female,Married,Islam,Pakistani,0097206035564,Kashan Ali,Teacher,6,456 Street Lahore
1994-02-15,Other,Other,Islam,Pakistani,5342408636609,Kashif Ahmed,Engineer,7,567 Street Karachi
1998-12-13,Male,Single,Islam,Pakistani,2951420915881,Kashan Ahmed,Doctor,8,678 Street Islamabad
1995-08-08,Female,Married,Islam,Pakistani,5077796038717,Kashif Ali,Artist,1,789 Street Lahore
1996-05-15,Other,Other,Islam,Pakistani,9022339405252,Kashan Ali,Teacher,2,890 Street Karachi
1998-02-23,Male,Single,Islam,Pakistani,7053472759636,Kashif Ahmed,Engineer,3,901 Street Islamabad
1996-07-02,Female,Married,Islam,Pakistani,6587889671951,Kashan Ahmed,Doctor,4,123 Street Lahore
